xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PS03439	Schlorum	Schlorum	Substantiv	1a	Kaffee; schaler, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe; Lurke	Geplämpe; Caro-Kaffee; Plempe; Geschlapp; Plampel; Lurke; Plämpe; Plörre	Geplämpe; Caro-Kaffee; Plempe; Ballerbrühe; Lurke; Geschlapp; Plampel; Plämpe; Plörre
PS03440	Schlorum-bier	Schlorumbier	Substantiv	-	eine Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bockbier	Bockbier; Bier; Kellerbier	Bockbier; Bier; Kellerbier; Leichtbier; Starkbier
PS03608	Schlurpser	Schlurpser	Substantiv	1	Schluck, Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk	Trunk; Trank; Gesöff; das Trinken	Trunk; Trank; Gesöff; das Trinken; Getränk; Türkentrank; Drink
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Früchtetee	Tee; Förstertee; Früchtetee; Hüttentee; Hagebuttentee
PS03951	Schmisser	Schmisser	Substantiv	3	trockener, harter Wein, der einen umwirft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Weinwarm	Weinwarm; Rebensaft; Wein	Weinwarm; Rebensaft; Wein; Tafelwein; Traubenmost
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; Milchkaffee; KaffeemitSchuss
PS04193	Schnalzer	Schnalzer	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gänsewein; Porter
PS04243	Schnaps	Schnaps	Substantiv	1	Getränk mit hohem Alkoholanteil	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Hochprozentiges; Brandy	Hochprozentiges; Brandy; Schampus; Feuerwasser; Schnaps	Hochprozentiges; Brandy; Schampus; Krambambuli; Tresterschnaps; Feuerwasser; Schnaps; Branntewein; Branntwein
PS04261	Schnaps-gepfetze	Schnapsgepfetze	Substantiv	-	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
PS04351	Schnaubian	Schnaubian	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser
PS04715	Schnitt-wein	Schnittwein	Substantiv	-	Wein aus der letzten Mostpressung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Traubenmost; Rebensaft	Most; Traubenmost; Rebensaft; Wein; Weinwarm
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Fruchtwein; Obstwein
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; KaffeemitSchuss; Kinderkaffee
PS04979	Schoker	Schoker	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; KaffeemitSchuss	Kaffee; Café; KaffeemitSchuss; Caro-Kaffee; Kinderkaffee
PS04986	Schokolade	Schokolade	Substantiv	-	Süßigkeit aus Kakao, Milch und Zucker	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	Kakao; Kakaogetränk; Kakaomilch; Milchkakao; Schokolade	Kakaomilch	Kakaomilch; Kakao; HeißeSchokolade	Kakaomilch; Kakao; HeißeSchokolade; Kaffee mit aufgeschäumter Milch; Kakaotrank
PS05072	Schoppen-wein	Schoppenwein	Substantiv	-	in Schoppen (vom Faß) ausgeschenkter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinbrand	Rebensaft; Wein; Weinbrand; Tafelwein; Weinwarm
PS05855	Schüssel-milch	Schüsselmilch	Substantiv	-	Milch, die in einer flachen Schüssel entrahmt wurde	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Magermilch	Magermilch; Trinkmilch; Milch	Magermilch; Trinkmilch; Milch; Dosenmilch; H-Milch
PS05893	Schüttel-riesling	Schüttelriesling	Substantiv	-	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Palmwein; Perlwein; Apfelschorle
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Bockbier; Kellerbier	Bier; Bockbier; Kellerbier; Radler; Biermischgetränk
PS06825	Seelen-wärmer, Seel-	Seelenwärmer, Seelwärmer	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Most	Wein; Landwein; Most; Bock; Weinwarm
PS07106	Sekt	Sekt	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Schaumwein	Schaumwein	Schaumwein; Champagner; Schokoladentrank	Schaumwein; Champagner; Schokoladentrank; Schokolade; Schokoladentrunk
PS07167	Selters-wasser, Selzer-	Selterswasser, Selzerwasser	Substantiv	-	Mineral-, Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser; Proletariersekt	Sprudelwasser; WassermitZisch; Kribbelwasser; Proletariersekt; Sprudel; Sodawasser	Sprudelwasser; WassermitZisch; Kribbelwasser; Sprudel; Selterswasser; Proletariersekt; Sodawasser; Alsterwasser; Arbeitersekt; saurerSprudel
PS07599	Silven-wein	Silvenwein	Substantiv		Wein aus Silvanertrauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Weinwarm; Fruchtwein
PS07695	Sirup	Sirup	Substantiv	-	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Sirup	Sirup	Sirup; Korn; Gerstensaft	Sirup; Korn; Gerstensaft; Malzbier; Weizen
PS07765	Soda-wasser	Sodawasser	Substantiv	-	kohlensäurehaltiges Mineralwasser, Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser; Proletariersekt; Sprudel; Sodawasser	Sprudelwasser; WassermitZisch; Kribbelwasser; Proletariersekt; Sprudel; Sodawasser; Selterswasser	Sprudelwasser; WassermitZisch; Kribbelwasser; saurerSprudel; Proletariersekt; Sprudel; Krawallbrause; Sodawasser; Selterswasser
PS08119	Soruf	Soruf	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Reisschnaps; Zuckerrohrschnaps; Feuerwasser; Kurzer
PS08372	Spät-lese	Spätlese	Substantiv	2	Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein; Federweißer; Süßwein	Prädikatswein; Qualitätswein; Federweißer; Sauser; Rebensaft; Süßwein; Tafelwein; Eiswein
PS08583	Speicher-kaffee	Speicherkaffee	Substantiv	-	Kaffee-Ersatz aus geröstetem Getreide	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee	Kaffeeersatz; Getreidekaffee; Ersatzkaffee	Kaffeeersatz; Ersatzkaffee; Muckefuck; Getreidekaffee; Gerstenkaffee; Malzkaffee; Kornkaffee; Instantkaffee	Kaffeeersatz; Ersatzkaffee; Muckefuck; Getreidekaffee; Gerstenkaltschalte; Gerstenkaffee; Malzkaffee; Kornkaffee; Instantkaffee; Eichelkaffee; Röstkaffee
PS08731	Sperben-wein	Sperbenwein	Substantiv	-	Wein aus Früchten des Speierling oder mit Speierlingzusatz	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Fruchtwein; Obstwein	Fruchtwein; Obstwein; Likörwein; Apfelschaumwein	Fruchtwein; Obstwein; Likörwein; Tafelwein; Fruchtnektar; Apfelschaumwein; Wein; Apfelperlwein
PS09049	Spitzbohnen-kaffee	Spitzbohnenkaffee	Substantiv	-	Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä.	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffe; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Kaffeeersatz; Getreidekaffee; Gerstenkaffee	Kaffeeersatz; Ersatzkaffee; Muckefuck; Getreidekaffee; Kornkaffee; Gerstenkaffee; Röstkaffee; Eichelkaffee; Malzkaffee	Kaffeeersatz; Ersatzkaffee; Muckefuck; Getreidekaffee; Röstkaffee; Kornkaffee; Gerstenkaffee; Eichelkaffee; Malzkaffee
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Qualitätswein	Qualitätswein; Prädikatswein; Weinwarm; Rebensaft	Qualitätswein; Prädikatswein; Weinwarm; Sauser; Tafelwein; Rebensaft; Wein
PS09411	Sprit	Sprit	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Sauser; Tafelwein
PS09417	Spritzel-wasser	Spritzelwasser	Substantiv	-	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Mineralwasser	Mineralwasser; Brunnenwasser; Sprudel; Selters; Selterswasser; Brause; Sauerbrunnen; Arbeitersekt; Sodawasser; Spritzwasser	Mineralwasser; Brunnenwasser; Sprudel; Quellwasser; Spritzwasser; Selters; Selterswasser; Brause; Soda; Sauerbrunnen; Arbeitersekt; Sodawasser
PS09465	Sprudel	Sprudel	Substantiv	-	kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Trinkwasser; Wasser mit Zisch; sauerer Sprudel	TonicWater; stillesWasser; Proletariersekt; Spritzwasser; WassermitZisch; Brunnenwasser	TonicWater; Tafelwasser; Leitungswasser; stillesWasser; saurerSprudel; WassermitZisch; Proletariersekt; Kribbelwasser; Sprudelwasser; Krimsekt; Arbeitersekt; Spritzwasser; StillesWasser; Selterswasser; Brunnenwasser; Sauerbrunnen	TonicWater; Tafelwasser; Leitungswasser; Arbeitersekt; Krimsekt; stillesWasser; saurerSprudel; WassermitZisch; Brunnenwasser; Quellwasser; Proletariersekt; Kribbelwasser; Sprudelwasser; Sodawasser; Selterswasser; Spritzwasser; StillesWasser; Krawallbrause; Puffbrause; Sprudel; Sauerbrunnen; Fassbrause
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Selters; WassermitZisch; Sprudelwasser; Sodawasser	Selters; Selterswasser; Sauerbrunnen; WassermitZisch; Kribbelwasser; Sprudelwasser; Proletariersekt; Sodawasser; Mineralwasser; Arbeitersekt; Spritzwasser	Selters; Selterswasser; Sauerbrunnen; Sodawasser; Brause; WassermitZisch; Kribbelwasser; Sprudelwasser; Proletariersekt; Arbeitersekt; Mineralwasser; Sprudel; Spritzwasser; Alsterwasser
PS09547	Spül-wasser	Spülwasser	Substantiv	2	dünnes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Gesöff; das Trinken	Gesöff; Trunk; Trank; das Trinken	Gesöff; Trunk; Trank; Getränk; Drink; das Trinken; Trinkbares
PS09548	Spülwasser-brühe	Spülwasserbrühe	Substantiv	-	dünnes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Gesöff; Trunk; das Trinken	Gesöff; Trunk; Trank; Getränk; das Trinken	Gesöff; Trunk; Trank; Getränk; Drink; das Trinken
PS09663	Stachelbeer-wein	Stachelbeerwein	Substantiv	-	Obstwein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Fencheltee; Erdbeermilch	Obstwein; Fruchtwein; Fencheltee; Obstgeist; Obstler; Erdbeermilch; Obstbrand; Obstwasser
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Märzenbier	Märzenbier; Bockbier; Braunbier	Märzenbier; Bockbier; Braunbier; Kellerbier; Altbier
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Bier; Bockbier	Kellerbier; Bier; Bockbier; Altbier; Leichtbier
PS10768	Stich-wein	Stichwein	Substantiv	2	Wein mit einem Essigstich	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Gänsewein
PS10768	Stich-wein	Stichwein	Substantiv	1	der Wein eines vorzüglichen Jahrganges	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Prädikatswein	Prädikatswein; Qualitätswein; Rebensaft	Prädikatswein; Qualitätswein; Rebensaft; Wein; Federweißer
PS11275	Storchen-bier	Storchenbier	Substantiv	-	Bier der Storchenbrauerei in Speyer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Radler	Radler; Bier; Biermischgetränk	Radler; Bier; Biermischgetränk; Kellerbier; Bockbier
PS11336	Storzen	Storzen	Substantiv	5	ein Bier- oder Weinrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Bier; Wein	Wein; Bier	Wein; Rebensaft; Bier; Kellerbier; Bock	Wein; Rebensaft; Bier; Kellerbier; Tafelwein; Bock; Bockbier; Bier-Limonade-Mix
PS11348	Stößel-wein	Stößelwein	Substantiv		Wein aus unreifen, zerstampften Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Gänsewein
PS11375	Stoß-milch	Stoßmilch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; Bananenmilch; Büchsenmilch	Buttermilch; Bananenmilch; Büchsenmilch; Pflanzenmilch; Hafermilch
PS12401	Stuten-milch	Stutenmilch	Substantiv	-	Pferdemilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Kuhmilch	Kuhmilch; Eselsmilch; Milch	Kuhmilch; Eselsmilch; Milch; Ziegenmilch; Pflanzenmilch
PS12465	Suckel	Suckel	Substantiv	4	schwacher Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Plämpe; Lurke; Plempe; Plörre; Lorke	Plämpe; Plörre; Brühe; Lurke; Plempe; Geschlapp; Lorke; Plampel	Plämpe; Plörre; Brühe; Lorke; Plampel; Lurke; Plempe; Geschlapp
PS12473	Suckels-brühe	Suckelsbrühe	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Geschlapp; Lorke; Plämpe	Brühe; Lorke; Lurke; Gesöff; Geschlapp; Plämpe	Brühe; Lorke; Lurke; Plempe; Geschlapp; Gesöff; Plämpe; Plampel; Plörre
PS12488	Sudel-bier	Sudelbier	Substantiv	-	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Leichtbier; Starkbier
PS12489	Sudel-brühe	Sudelbrühe	Substantiv	1	Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Bier; Brühe; Geplämpe; Geschlapp; Getränk; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk; Wein	Kaffee; Gesöff; Plampel; Geplämpe; das Trinken; Lurke	Kaffee; Trank; Gesöff; Caro-Kaffee; Geplämpe; Plampel; Geschlapp; Lurke; Trunk; Brühe; Lorke; das Trinken; Plempe	Kaffee; Trank; Gesöff; Trunk; Getränk; Caro-Kaffee; Geplämpe; Ballerbrühe; Lorke; Plampel; Geschlapp; Brühe; Lurke; Plörre; das Trinken; Drink; Plempe
PS12520	Suff	Suff	Substantiv	2	(schlechtes, fades) Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trank; Trunk	das Trinken; Getränk; Trank; Trunk	das Trinken; Getränk; Trank; Trunk; Drink
PS12743	Süß-milch	Süßmilch	Substantiv	-	nicht angesäuerte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	haltbare Milch	haltbare Milch; saure Milch; Schickermilch	haltbare Milch; saure Milch; Schickermilch; Kondensmilch; H-Milch
PS12745	Süß-most	Süßmost	Substantiv	-	frischer, unvergorener Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubensaft	Traubensaft	Traubensaft; Zuckersaft; Tomatensaft	Traubensaft; Zuckersaft; Tomatensaft; Traubenmost; Ananassaft
PU00917	unter-irdisch	unterirdisch	Substantiv	2	der aus Kartoffeln hergestellte Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Zuckerrohrschnaps; Schnaps	Zuckerrohrschnaps; Reisschnaps; Marillenschnaps; Schnaps; Kornbranntwein; Anisschnaps	Zuckerrohrschnaps; Reisschnaps; Marillenschnaps; Branntewein; Branntwein; Schnaps; Kornbranntwein; Anisschnaps; Feuerwasser
PU00941	Unter-länder	Unterländer	Substantiv	-	Wein aus dem Unterland	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PU01050	Unter-trunk	Untertrunk	Substantiv		Trunk für den Mittag oder tagsüber zwischendurch	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trunk	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Getränk; Drink; Türkentrank
PW00449	Waldmeister-tee	Waldmeistertee	Substantiv	-	Tee mit Waldmeisterblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Kräutertee	Tee; Förstertee; Kräutertee; Jägertee; Grüntee
PW00490	Wald-wein	Waldwein	Substantiv	-	Wein aus Lagen am Wald	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Fruchtwein; Tafelwein
PW00931	Wasser	Wasser	Substantiv	3a	Alkohol, Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Reisschnaps; Zuckerrohrschnaps; Feuerwasser; Anisschnaps
PW01284	Wegerich-tee	Wegerichtee	Substantiv	-	Kräutertee aus Wegerichblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Förstertee; Früchtetee	Kräutertee; Förstertee; Früchtetee; Grüntee; Jägertee
PW01418	Weh-milch	Wehmilch	Substantiv	-	die erste dicke Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Trinkmilch	Kuhmilch; Kuhsaft; Trinkmilch; Milch; Ziegenmilch
PW01454	Weiber-klopfer	Weiberklopfer	Substantiv	-	neuer Wein, Federweißer, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer	Federweißer; Sauser; Helles; Weinwarm	Federweißer; Sauser; Helles; Klarer; Roséwein; Weinwarm; Traubensaft; Rebensaft
PW01677	Wein	Wein	Substantiv	1b	Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Most; Traubensaft	Most; Traubenmost	Most; Traubensaft; Tomatensaft; Traubenmost; Weinwarm	Most; Traubensaft; Tomatensaft; Saft; Kuhsaft; Traubenmost; Weinwarm; Zuckersaft
PW01677	Wein	Wein	Substantiv	1a	alkoholisches Getränk aus dem Saft von Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Traubensaft	Traubensaft; Traubenmost; Tropfen	Traubensaft; Traubenmost; Tropfen; Trinkware; Most
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Hochprozentiges; Spirituose	Hochprozentiges	Hochprozentiges; Spirituose; billiger Alkohol	Hochprozentiges; Spirituose; billiger Alkohol; Absacker; Absinth
PW01776	Wein-puff	Weinpuff	Substantiv	-	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Fruchtwein
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Gänsewein
PW01819	Wein-trub	Weintrub	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Fruchtwein
PW01870	Weiß-bier	Weißbier	Substantiv	-	helles Bier, Weizenbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Hefeweizen; Hellbier; Helles; Weizenbier; Weißbier	Weißbier; Hellbier	Weißbier; Hefeweizen; Weizenbier; Hellbier; Braunbier	Weißbier; Hefeweizen; Weizenbier; Hellbier; Weizen; Braunbier; Schwarzbier; Dunkelbier
PW01899	Weiß-herbst	Weißherbst	Substantiv	2	rötlicher Wein aus roten oder blauen Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Roter; Rotwein	Rotwein; Roter	Rotwein; Roter; Roséwein	Rotwein; Roter; Roséwein; Rosé; Grauburgunder; Portwein
PW01942	Weiß-wein	Weißwein	Substantiv	-	heller Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißer; Weißwein	Weißer	Weißer; Weißwein; Helles	Weißer; Weißwein; Helles; Federweißer; Roséwein
PW01983	Weizen-bier	Weizenbier	Substantiv	-	mit Gersten- und Weizenmalz gebrautes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Hefeweizen; Weizenbier; Weißbier	Weizenbier; Hefeweizen	Weizenbier; Malzbier; Hefeweizen	Weizenbier; Malzbier; Hefeweizen; Gerstenkaltschalte; Muckefuck; Weizen; Weißbier
